TicketKey,TicketID,Project,ProjectKey,Summary,Description,IssueType,Status,StatusCategory,IsCurrent,StatusEntryDate,StatusExitDate,TimeInStatusHours,Priority,Assignee,AssigneeEmail,AssigneeAccountID,Reporter,Creator,Created,Updated,ResolutionDate,DueDate,SprintState
DL-1142,10101,DL,DL,Reprise des données historiques,Analyse et développement selon les spécifications du ticket DL-1142.,Story,Correction Post Review,In Progress,No,21/11/2025 21:45,22/11/2025 17:50,20.07,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0101,Chef de projet,Chef de projet,11/11/2025 00:00,22/11/2025 17:50,,2025/11/24,Sprint 18
DL-1142,10101,DL,DL,Reprise des données historiques,Analyse et développement selon les spécifications du ticket DL-1142.,Story,Correction Post QA,In Progress,No,22/11/2025 17:50,23/11/2025 02:04,8.23,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0101,Chef de projet,Chef de projet,11/11/2025 00:00,23/11/2025 02:04,,2025/11/24,Sprint 18
DL-1142,10101,DL,DL,Reprise des données historiques,Analyse et développement selon les spécifications du ticket DL-1142.,Story,Blocked,In Progress,No,23/11/2025 02:04,24/11/2025 21:05,43.02,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0101,Chef de projet,Chef de projet,11/11/2025 00:00,24/11/2025 21:05,,2025/11/24,Sprint 18
DL-1142,10101,DL,DL,Reprise des données historiques,Analyse et développement selon les spécifications du ticket DL-1142.,Story,To Be Deployed,Done,Yes,24/11/2025 21:05,24/11/2025 21:05,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0101,Chef de projet,Chef de projet,11/11/2025 00:00,24/11/2025 21:05,24/11/2025 21:05,2025/11/24,Sprint 18
DL-1176,10102,DL,DL,Analyse de couverture entre Oracle et le Data Lake,Analyse et développement selon les spécifications du ticket DL-1176.,Story,To Do,In Progress,No,17/02/2026 00:00,17/02/2026 06:48,6.8,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0102,Chef de projet,Chef de projet,17/02/2026 00:00,17/02/2026 06:48,,2026/03/03,Sprint 23
DL-1176,10102,DL,DL,Analyse de couverture entre Oracle et le Data Lake,Analyse et développement selon les spécifications du ticket DL-1176.,Story,In Process,In Progress,Yes,17/02/2026 06:48,,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0102,Chef de projet,Chef de projet,17/02/2026 00:00,17/02/2026 06:48,,2026/03/03,Sprint 23
DL-1177,10103,DL,DL,Couverture complète de la profondeur des données,Analyse et développement selon les spécifications du ticket DL-1177.,Story,To Do,In Progress,No,17/02/2026 00:00,17/02/2026 05:28,5.47,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0103,Chef de projet,Chef de projet,17/02/2026 00:00,17/02/2026 05:28,,2026/03/03,Sprint 23
DL-1177,10103,DL,DL,Couverture complète de la profondeur des données,Analyse et développement selon les spécifications du ticket DL-1177.,Story,In Process,In Progress,Yes,17/02/2026 05:28,,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0103,Chef de projet,Chef de projet,17/02/2026 00:00,17/02/2026 05:28,,2026/03/03,Sprint 23
DL-420,10104,DL,DL,Code review : Optimisation des jobs,Analyse et développement selon les spécifications du ticket DL-420.,Epic,In Analysis,In Progress,No,19/07/2025 13:00,21/07/2025 02:22,37.37,Medium,,,acc_0104,Chef de projet,Chef de projet,19/07/2025 13:00,21/07/2025 02:22,,,KANBAN BOARD
DL-420,10104,DL,DL,Code review : Optimisation des jobs,Analyse et développement selon les spécifications du ticket DL-420.,Epic,To Do,In Progress,Yes,21/07/2025 02:22,,0.0,Medium,,,acc_0104,Chef de projet,Chef de projet,19/07/2025 13:00,21/07/2025 02:22,,,KANBAN BOARD
DL-421,10105,DL,DL,Automatisation de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-421.,Epic,In Analysis,In Progress,No,06/07/2025 16:00,07/07/2025 17:17,25.29,Medium,,,acc_0105,Chef de projet,Chef de projet,06/07/2025 16:00,07/07/2025 17:17,,,KANBAN BOARD
DL-421,10105,DL,DL,Automatisation de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-421.,Epic,To Do,In Progress,Yes,07/07/2025 17:17,,0.0,Medium,,,acc_0105,Chef de projet,Chef de projet,06/07/2025 16:00,07/07/2025 17:17,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,In Analysis,In Progress,No,14/05/2025 16:00,15/05/2025 16:34,24.58,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,15/05/2025 16:34,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,To Do,In Progress,No,15/05/2025 16:34,16/05/2025 13:24,20.83,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,16/05/2025 13:24,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,In Process,In Progress,No,16/05/2025 13:24,19/05/2025 14:28,73.06,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,19/05/2025 14:28,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,In Review,In Progress,No,19/05/2025 14:28,20/05/2025 08:13,17.76,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,20/05/2025 08:13,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,QA In Process,In Progress,No,20/05/2025 08:13,22/05/2025 09:02,48.81,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,22/05/2025 09:02,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,Correction Post Review,In Progress,No,22/05/2025 09:02,23/05/2025 02:19,17.29,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,23/05/2025 02:19,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,Correction Post QA,In Progress,No,23/05/2025 02:19,24/05/2025 07:17,28.96,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,24/05/2025 07:17,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,Blocked,In Progress,No,24/05/2025 07:17,26/05/2025 09:18,50.02,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,26/05/2025 09:18,,,KANBAN BOARD
DL-437,10106,DL,DL,Implémentation d'un mécanisme de monitoring de l'ingestion des données,Analyse et développement selon les spécifications du ticket DL-437.,Story,To Be Deployed,Done,Yes,26/05/2025 09:18,26/05/2025 09:18,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0106,Chef de projet,Chef de projet,14/05/2025 16:00,26/05/2025 09:18,26/05/2025 09:18,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,In Analysis,In Progress,No,08/04/2025 08:00,11/04/2025 13:04,77.08,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,11/04/2025 13:04,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,To Do,In Progress,No,11/04/2025 13:04,12/04/2025 09:46,20.7,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,12/04/2025 09:46,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,In Review,In Progress,No,12/04/2025 09:46,13/04/2025 14:20,28.56,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,13/04/2025 14:20,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,Ready For Test,In Progress,No,13/04/2025 14:20,14/04/2025 09:25,19.09,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,14/04/2025 09:25,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,Correction Post Review,In Progress,No,14/04/2025 09:25,15/04/2025 10:42,25.28,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,15/04/2025 10:42,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,Correction Post QA,In Progress,No,15/04/2025 10:42,16/04/2025 08:44,22.03,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,16/04/2025 08:44,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,Blocked,In Progress,No,16/04/2025 08:44,19/04/2025 01:25,64.69,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,19/04/2025 01:25,,,KANBAN BOARD
DL-438,10107,DL,DL,Créer une architecture de monitoring ,Analyse et développement selon les spécifications du ticket DL-438.,Story,To Be Deployed,Done,Yes,19/04/2025 01:25,19/04/2025 01:25,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0107,Chef de projet,Chef de projet,08/04/2025 08:00,19/04/2025 01:25,19/04/2025 01:25,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,In Analysis,In Progress,No,28/07/2025 17:00,30/07/2025 10:06,41.12,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,30/07/2025 10:06,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,To Do,In Progress,No,30/07/2025 10:06,30/07/2025 16:58,6.85,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,30/07/2025 16:58,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,In Process,In Progress,No,30/07/2025 16:58,02/08/2025 11:08,66.17,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,02/08/2025 11:08,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,In Review,In Progress,No,02/08/2025 11:08,02/08/2025 22:38,11.5,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,02/08/2025 22:38,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,QA In Process,In Progress,No,02/08/2025 22:38,04/08/2025 03:05,28.44,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,04/08/2025 03:05,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,Correction Post Review,In Progress,No,04/08/2025 03:05,04/08/2025 18:08,15.05,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,04/08/2025 18:08,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,Correction Post QA,In Progress,No,04/08/2025 18:08,05/08/2025 15:15,21.12,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,05/08/2025 15:15,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,Blocked,In Progress,No,05/08/2025 15:15,08/08/2025 13:50,70.6,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,08/08/2025 13:50,,,KANBAN BOARD
DL-439,10108,DL,DL,Mettre en place d'un dashboard de monitoring avec powerBI,Analyse et développement selon les spécifications du ticket DL-439.,Story,To Be Deployed,Done,Yes,08/08/2025 13:50,08/08/2025 13:50,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0108,Chef de projet,Chef de projet,28/07/2025 17:00,08/08/2025 13:50,08/08/2025 13:50,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,In Analysis,In Progress,No,20/03/2025 16:00,23/03/2025 00:18,56.3,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,23/03/2025 00:18,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,To Do,In Progress,No,23/03/2025 00:18,23/03/2025 17:50,17.53,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,23/03/2025 17:50,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,In Process,In Progress,No,23/03/2025 17:50,28/03/2025 13:36,115.77,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,28/03/2025 13:36,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,In Review,In Progress,No,28/03/2025 13:36,29/03/2025 17:37,28.02,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,29/03/2025 17:37,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,Ready For Test,In Progress,No,29/03/2025 17:37,30/03/2025 18:54,25.27,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,30/03/2025 18:54,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,QA In Process,In Progress,No,30/03/2025 18:54,01/04/2025 22:46,51.87,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,01/04/2025 22:46,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,Correction Post Review,In Progress,No,01/04/2025 22:46,03/04/2025 14:09,39.38,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,03/04/2025 14:09,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,Correction Post QA,In Progress,No,03/04/2025 14:09,03/04/2025 21:15,7.11,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,03/04/2025 21:15,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,Blocked,In Progress,No,03/04/2025 21:15,05/04/2025 23:19,50.06,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,05/04/2025 23:19,,,KANBAN BOARD
DL-440,10109,DL,DL,Installation de grafana et prometheus,Analyse et développement selon les spécifications du ticket DL-440.,Story,To Be Deployed,Done,Yes,05/04/2025 23:19,05/04/2025 23:19,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0109,Chef de projet,Chef de projet,20/03/2025 16:00,05/04/2025 23:19,05/04/2025 23:19,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,To Do,In Progress,No,08/02/2025 14:00,09/02/2025 11:58,21.97,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,09/02/2025 11:58,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,In Process,In Progress,No,09/02/2025 11:58,10/02/2025 13:12,25.24,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,10/02/2025 13:12,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,In Review,In Progress,No,10/02/2025 13:12,12/02/2025 00:26,35.24,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,12/02/2025 00:26,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,Ready For Test,In Progress,No,12/02/2025 00:26,12/02/2025 13:48,13.37,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,12/02/2025 13:48,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,QA In Process,In Progress,No,12/02/2025 13:48,13/02/2025 16:17,26.48,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,13/02/2025 16:17,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,Correction Post Review,In Progress,No,13/02/2025 16:17,14/02/2025 16:49,24.53,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,14/02/2025 16:49,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,Correction Post QA,In Progress,No,14/02/2025 16:49,15/02/2025 07:29,14.66,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,15/02/2025 07:29,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,Blocked,In Progress,No,15/02/2025 07:29,16/02/2025 09:06,25.62,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,16/02/2025 09:06,,,KANBAN BOARD
DL-441,10110,DL,DL,Créer un dashboard de monitoirng des ressources avec grafana,Analyse et développement selon les spécifications du ticket DL-441.,Story,To Be Deployed,Done,Yes,16/02/2025 09:06,16/02/2025 09:06,0.0,Medium,NOUR.TABOUBI,teber.nour@gtiinfo.com.tn,acc_0110,Chef de projet,Chef de projet,08/02/2025 14:00,16/02/2025 09:06,16/02/2025 09:06,,KANBAN BOARD
DL-426,10111,DL,DL,Monétique,Analyse et développement selon les spécifications du ticket DL-426.,Epic,In Analysis,In Progress,No,11/04/2025 08:00,12/04/2025 22:36,38.61,Medium,,,acc_0111,Chef de projet,Chef de projet,11/04/2025 08:00,12/04/2025 22:36,,,KANBAN BOARD
DL-426,10111,DL,DL,Monétique,Analyse et développement selon les spécifications du ticket DL-426.,Epic,To Do,In Progress,Yes,12/04/2025 22:36,,0.0,Medium,,,acc_0111,Chef de projet,Chef de projet,11/04/2025 08:00,12/04/2025 22:36,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,In Analysis,In Progress,No,05/08/2025 16:00,07/08/2025 18:30,50.51,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,07/08/2025 18:30,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,To Do,In Progress,No,07/08/2025 18:30,07/08/2025 23:57,5.46,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,07/08/2025 23:57,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,In Process,In Progress,No,07/08/2025 23:57,10/08/2025 02:51,50.89,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,10/08/2025 02:51,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,In Review,In Progress,No,10/08/2025 02:51,12/08/2025 02:53,48.05,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,12/08/2025 02:53,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,Ready For Test,In Progress,No,12/08/2025 02:53,12/08/2025 16:26,13.54,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,12/08/2025 16:26,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,QA In Process,In Progress,No,12/08/2025 16:26,14/08/2025 16:44,48.31,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,14/08/2025 16:44,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,Correction Post Review,In Progress,No,14/08/2025 16:44,15/08/2025 04:28,11.72,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,15/08/2025 04:28,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,Correction Post QA,In Progress,No,15/08/2025 04:28,16/08/2025 10:28,30.0,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,16/08/2025 10:28,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,Blocked,In Progress,No,16/08/2025 10:28,17/08/2025 06:04,19.61,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,17/08/2025 06:04,,,KANBAN BOARD
DL-427,10112,DL,DL,Stock GAB,Analyse et développement selon les spécifications du ticket DL-427.,Story,To Be Deployed,Done,Yes,17/08/2025 06:04,17/08/2025 06:04,0.0,Medium,,,acc_0112,Chef de projet,Chef de projet,05/08/2025 16:00,17/08/2025 06:04,17/08/2025 06:04,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,In Analysis,In Progress,No,28/06/2025 08:00,29/06/2025 13:44,29.73,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,29/06/2025 13:44,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,To Do,In Progress,No,29/06/2025 13:44,30/06/2025 15:31,25.78,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,30/06/2025 15:31,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,In Process,In Progress,No,30/06/2025 15:31,04/07/2025 16:37,97.11,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,04/07/2025 16:37,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,In Review,In Progress,No,04/07/2025 16:37,06/07/2025 10:59,42.36,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,06/07/2025 10:59,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,Ready For Test,In Progress,No,06/07/2025 10:59,06/07/2025 20:07,9.14,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,06/07/2025 20:07,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,QA In Process,In Progress,No,06/07/2025 20:07,08/07/2025 04:00,31.88,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,08/07/2025 04:00,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,Correction Post Review,In Progress,No,08/07/2025 04:00,08/07/2025 23:23,19.38,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,08/07/2025 23:23,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,Correction Post QA,In Progress,No,08/07/2025 23:23,09/07/2025 21:18,21.91,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,09/07/2025 21:18,,,KANBAN BOARD
DL-428,10113,DL,DL,Stock TPE,Analyse et développement selon les spécifications du ticket DL-428.,Story,Blocked,In Progress,No,09/07/2025 21:18,10/07/2025 22:01,24.73,Medium,,,acc_0113,Chef de projet,Chef de projet,28/06/2025 08:00,10/07/2025 22:01,,,KANBAN BOARD
